PublishYearMonth,Rating
2010.0-9.0,3.6675000000000004
2011.0-1.0,3.2135000000000002
2011.0-10.0,3.920576923076923
2011.0-11.0,3.8516161616161617
2011.0-12.0,3.5569387755102038
2011.0-2.0,3.6934615384615386
2011.0-3.0,3.5607575757575756
2011.0-4.0,3.568461538461539
2011.0-5.0,3.8566666666666665
2011.0-6.0,3.5635135135135134
2011.0-7.0,3.4467346938775507
2011.0-8.0,3.8285365853658537
2011.0-9.0,3.6694444444444447
2012.0-1.0,3.849622641509434
2012.0-10.0,3.204230769230769
2012.0-11.0,3.4099999999999997
2012.0-12.0,3.6228571428571428
2012.0-2.0,3.5124137931034483
2012.0-3.0,3.8374545454545457
2012.0-4.0,3.7299999999999995
2012.0-5.0,3.789090909090909
2012.0-6.0,3.7141176470588237
2012.0-7.0,3.4326315789473685
2012.0-8.0,3.5988235294117645
2012.0-9.0,3.751379310344827
2013.0-1.0,3.6924444444444444
2013.0-10.0,3.3457894736842104
2013.0-11.0,3.868181818181818
2013.0-12.0,3.839375
2013.0-2.0,3.011
2013.0-3.0,3.192222222222222
2013.0-4.0,3.8894285714285712
2013.0-5.0,3.54531914893617
2013.0-6.0,3.8364
2013.0-7.0,3.193870967741935
2013.0-8.0,3.418947368421053
2013.0-9.0,3.378888888888889
2014.0-1.0,2.9460344827586207
2014.0-10.0,3.7657894736842104
2014.0-11.0,3.5814999999999997
2014.0-12.0,3.418235294117647
2014.0-2.0,3.368823529411765
2014.0-3.0,3.5353333333333334
2014.0-4.0,3.894705882352941
2014.0-5.0,2.82
2014.0-6.0,3.8964705882352937
2014.0-7.0,3.0746666666666664
2014.0-8.0,3.270555555555555
2014.0-9.0,3.534615384615385
2015.0-1.0,2.928125
2015.0-10.0,3.0655555555555556
2015.0-11.0,3.736875
2015.0-12.0,3.6152941176470588
2015.0-2.0,3.7266321243523315
2015.0-3.0,3.1592307692307693
2015.0-4.0,3.837142857142857
2015.0-5.0,2.8525
2015.0-6.0,2.982083333333333
2015.0-7.0,3.170666666666667
2015.0-8.0,2.943888888888889
2015.0-9.0,2.86
2016.0-1.0,2.92952380952381
2016.0-10.0,3.7284615384615383
2016.0-11.0,3.9450000000000003
2016.0-12.0,3.2564285714285717
2016.0-2.0,3.032
2016.0-3.0,2.9939999999999998
2016.0-4.0,3.41
2016.0-5.0,3.985
2016.0-6.0,3.775555555555555
2016.0-7.0,3.1354545454545457
2016.0-8.0,3.868
2016.0-9.0,3.7399999999999998
2017.0-1.0,3.6658333333333335
2017.0-10.0,3.1025
2017.0-11.0,3.5685714285714285
2017.0-12.0,3.914
2017.0-2.0,3.7649999999999997
2017.0-3.0,3.0533333333333332
2017.0-4.0,3.544285714285714
2017.0-5.0,4.07
2017.0-6.0,3.2816666666666667
2017.0-7.0,3.595
2017.0-8.0,3.8444444444444446
2017.0-9.0,3.905333333333333
2018.0-1.0,2.0673684210526315
2018.0-10.0,3.171111111111111
2018.0-11.0,1.9749999999999999
2018.0-12.0,3.077142857142857
2018.0-2.0,3.4477906976744186
2018.0-3.0,3.8272727272727276
2018.0-4.0,2.98
2018.0-5.0,2.9625
2018.0-7.0,3.6700000000000004
2018.0-8.0,3.5700000000000003
2018.0-9.0,3.8525
2019.0-1.0,3.3835
2019.0-10.0,3.515
2019.0-11.0,3.112
2019.0-12.0,3.182777777777778
2019.0-2.0,4.395
2019.0-3.0,4.003333333333333
2019.0-4.0,3.5209090909090905
2019.0-5.0,3.4733333333333336
2019.0-6.0,4.1025
2019.0-7.0,3.8259999999999996
2019.0-8.0,3.9484615384615385
2019.0-9.0,3.239
2020.0-1.0,4.005
2020.0-2.0,2.435
2020.0-3.0,3.447777777777778
2020.0-4.0,3.7533333333333334
2020.0-5.0,2.814
2020.0-6.0,4.08
2020.0-7.0,3.33
2020.0-9.0,4.17
299.0-11.0,3.74
3002.0-8.0,3.42
4989.0-1.0,3.91
